Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,genres,steam_total_reviews,steam_positive_review_ratio,steam_score,transformed_user_score
Supreme Commander,PC,2007.0,Strategy,THQ,0.0,0.04,0.0,0.01,0.05,86.0,44.0,8.3,263.0,E10+,Strategy,1227.0,0.8679706601466992,8.7,8.5
Wolfenstein,PC,2009.0,Shooter,Activision,0.01,0.03,0.0,0.01,0.05,74.0,41.0,7.2,266.0,M,,,,,7.2
Yager,X,2003.0,Shooter,THQ,0.03,0.01,0.0,0.0,0.05,70.0,19.0,9.3,9.0,T,,,,,9.3
Cesar Millans Dog Whisperer,DS,2008.0,Simulation,Ubisoft,0.04,0.0,0.0,0.0,0.05,,,8.6,9.0,E,,,,,8.6
Futurama,X,2003.0,Platform,SCi,0.03,0.01,0.0,0.0,0.05,58.0,21.0,6.9,14.0,T,,,,,6.9
Pool Hall Pro,Wii,2009.0,Sports,Playlogic Game Factory,0.04,0.0,0.0,0.0,0.05,62.0,5.0,5.3,4.0,E,,,,,5.3
Microsoft Train Simulator,PC,2001.0,Simulation,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05,84.0,16.0,8.4,21.0,E,,,,,8.4
Guild Wars Trilogy,PC,2005.0,Role-Playing,NCSoft,0.0,0.04,0.0,0.01,0.05,,,8.8,8.0,T,,,,,8.8
Pony Friends,DS,2007.0,Simulation,Eidos Interactive,0.0,0.04,0.0,0.01,0.05,67.0,8.0,6.6,12.0,E,,,,,6.6
Mark McMorris Infinite Air,PS4,2016.0,Sports,FuRyu Corporation,0.04,0.0,0.0,0.01,0.05,50.0,16.0,7.2,43.0,T,,,,,7.2
Assassins Creed: Altairs Chronicles,DS,2008.0,Platform,Ubisoft,0.03,0.01,0.0,0.0,0.05,58.0,30.0,6.2,31.0,T,,,,,6.2
Bad Boys: Miami Takedown,GC,2004.0,Shooter,Empire Interactive,0.03,0.01,0.0,0.0,0.05,35.0,11.0,2.0,9.0,M,,,,,2.0
Fantastic Four: Rise of the Silver Surfer,Wii,2007.0,Action,Take-Two Interactive,0.04,0.01,0.0,0.0,0.05,39.0,16.0,5.9,15.0,T,,,,,5.9
Blood Bowl,PC,2009.0,Sports,Focus Home Interactive,0.02,0.02,0.0,0.01,0.04,72.0,34.0,6.5,57.0,T,,,,,6.5
S\xc3\xa9bastien Loeb Rally Evo,PS4,2016.0,Racing,Milestone S.r.l,0.0,0.04,0.0,0.01,0.04,71.0,28.0,8.1,73.0,E,,,,,8.1
Art of Fighting Anthology,PS2,2006.0,Fighting,Crave Entertainment,0.02,0.02,0.0,0.01,0.04,60.0,19.0,7.0,4.0,T,,,,,7.0
Lux-Pain,DS,2008.0,Adventure,Rising Star Games,0.04,0.0,0.0,0.0,0.04,48.0,33.0,6.2,18.0,T,,,,,6.2
Rapala Trophies,PSP,2006.0,Sports,Activision,0.04,0.0,0.0,0.0,0.04,,,9.0,4.0,E,,,,,9.0
Enemy Front,X360,2014.0,Shooter,Namco Bandai Games,0.02,0.03,0.0,0.0,0.04,35.0,8.0,5.8,78.0,M,Action,3520.0,0.6286931818181818,6.3,6.1
Guilty Gear XX Accent Core,PS2,2007.0,Fighting,Unknown,0.0,0.0,0.04,0.0,0.04,77.0,9.0,8.3,16.0,T,,,,,8.3
Saint Seiya: Soldiers Soul,PS3,2015.0,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,6.3,4.0,T,,,,,6.3
Mafia,PC,2002.0,Action,Take-Two Interactive,0.0,0.04,0.0,0.01,0.04,88.0,27.0,9.1,874.0,M,Violent;Action;Adventure,1907.0,0.9056109071840587,9.1,9.1
Life is Strange,PC,2016.0,Adventure,Square Enix,0.01,0.04,0.0,0.0,0.04,83.0,15.0,8.6,1659.0,M,,,,,8.6
Greys Anatomy: The Video Game,DS,2009.0,Adventure,Ubisoft,0.03,0.01,0.0,0.0,0.04,,,7.5,4.0,T,,,,,7.5
Berserk and the Band of the Hawk,PS4,2016.0,Action,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,,M,Sexual Content;Nudity;Violent;Gore;Action,1189.0,0.7830109335576114,7.8,7.8
Disney's Donald Duck: Goin Quackers,GC,2002.0,Platform,Ubisoft,0.03,0.01,0.0,0.0,0.04,61.0,7.0,3.0,4.0,E,,,,,3.0
Song of the Deep,PC,2016.0,Action,Insomniac Games,0.04,0.0,0.0,0.0,0.04,73.0,12.0,6.5,16.0,E,Adventure,615.0,0.824390243902439,8.2,7.7
Fantastic Four: Rise of the Silver Surfer,DS,2007.0,Action,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04,35.0,8.0,4.8,13.0,E10+,,,,,4.8
Operation Flashpoint: Elite,X,2005.0,Shooter,Codemasters,0.03,0.01,0.0,0.0,0.04,64.0,24.0,8.3,27.0,T,,,,,8.3
Virtua Tennis 3,X360,2007.0,Sports,Sega,0.03,0.01,0.0,0.0,0.04,80.0,34.0,6.8,26.0,E,,,,,6.8
Tropico 3,PC,2009.0,Strategy,Kalypso Media,0.0,0.04,0.0,0.01,0.04,79.0,48.0,8.2,186.0,T,Simulation;Strategy,1514.0,0.8837516512549538,8.8,8.5
Front Mission,DS,2007.0,Strategy,Square Enix,0.01,0.0,0.03,0.0,0.04,72.0,19.0,8.9,9.0,E10+,,,,,8.9
Call of Duty: Modern Warfare Trilogy,PS3,2016.0,Shooter,Activision,0.02,0.02,0.0,0.01,0.04,,,7.0,5.0,M,,,,,7.0
Boktai 2: Solar Boy Django,GBA,2004.0,Role-Playing,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04,78.0,20.0,8.5,11.0,T,,,,,8.5
Valentino Rossi: The Game,XOne,2016.0,Racing,Namco Bandai Games,0.02,0.02,0.0,0.0,0.04,74.0,5.0,8.1,7.0,E,,,,,8.1
Stranger of Sword City,PSV,2015.0,Role-Playing,Nippon Ichi Software,0.03,0.01,0.0,0.01,0.04,71.0,24.0,8.0,31.0,T,,,,,8.0
Pro Evolution Soccer 2016,PC,2015.0,Sports,Konami Digital Entertainment,0.0,0.04,0.0,0.0,0.04,76.0,12.0,4.3,287.0,E,,,,,4.3
TOCA Race Driver 2,X,2004.0,Racing,Codemasters,0.03,0.01,0.0,0.0,0.04,,,8.3,6.0,T,,,,,8.3
The Dark Spire,DS,2008.0,Role-Playing,Success,0.04,0.0,0.0,0.0,0.04,69.0,23.0,7.7,21.0,E10+,,,,,7.7
Runaway: A Twist of Fate,PC,2009.0,Adventure,Focus Home Interactive,0.0,0.04,0.0,0.01,0.04,79.0,15.0,8.2,40.0,T,Adventure,225.0,0.8488888888888889,8.5,8.4
Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015.0,Fighting,Marvelous Interactive,0.01,0.0,0.02,0.0,0.04,70.0,33.0,6.9,28.0,T,Action,421.0,0.8907363420427553,8.9,8.2
FlatOut 2,X,2006.0,Racing,Empire Interactive,0.03,0.01,0.0,0.0,0.04,73.0,38.0,7.3,8.0,T,,,,,7.3
Rogue Trooper,PS2,2006.0,Shooter,Eidos Interactive,0.02,0.02,0.0,0.01,0.04,71.0,37.0,8.2,9.0,T,Action,263.0,0.9429657794676806,9.4,9.0
Backyard Baseball 09,Wii,2008.0,Sports,Atari,0.04,0.0,0.0,0.0,0.04,37.0,4.0,7.8,5.0,E,,,,,7.8
Tom Clancys HAWX,PC,2009.0,Action,Ubisoft,0.0,0.03,0.0,0.01,0.04,70.0,23.0,7.3,125.0,T,,,,,7.3
Dai Senryaku VII: Modern Military Tactics,X,2003.0,Strategy,Kool Kizz,0.03,0.01,0.0,0.0,0.04,74.0,11.0,8.8,6.0,E,,,,,8.8
Harvest Moon: Skytree Village,3DS,2016.0,Simulation,Natsume,0.04,0.0,0.0,0.0,0.04,,,7.4,7.0,E,,,,,7.4
Castle of Shikigami III,Wii,2007.0,Shooter,PQube,0.04,0.0,0.0,0.0,0.04,67.0,9.0,7.6,9.0,T,,,,,7.6
Smash Court Tennis 3,PSP,2007.0,Sports,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,68.0,30.0,6.3,4.0,E,,,,,6.3
FIFA Street 2,DS,2006.0,Sports,Electronic Arts,0.04,0.0,0.0,0.0,0.04,43.0,5.0,7.5,4.0,E,,,,,7.5
City Life: World Edition,PC,2007.0,Simulation,Monte Christo Multimedia,0.0,0.04,0.0,0.0,0.04,75.0,7.0,8.2,9.0,E,,,,,8.2
Corpse Party: Book of Shadows,PSP,2011.0,Adventure,5p,0.0,0.0,0.04,0.0,0.04,67.0,23.0,8.2,50.0,M,Adventure,101.0,0.9504950495049505,9.5,8.9
Mechanic Escape,PS3,2012.0,Platform,D3Publisher,0.0,0.0,0.04,0.0,0.04,,,,,,Action;Adventure;Indie,755.0,0.8688741721854305,8.7,8.7
WarTech: Senko no Ronde,X360,2006.0,Fighting,Ubisoft,0.04,0.0,0.0,0.0,0.04,60.0,33.0,6.1,7.0,T,,,,,6.1
IL-2 Sturmovik: 1946,PC,2006.0,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.04,86.0,9.0,8.8,115.0,T,Simulation,1472.0,0.8743206521739131,8.7,8.7
Praetorians,PC,2003.0,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04,78.0,23.0,8.2,38.0,T,Indie;Strategy,435.0,0.774712643678161,7.7,7.9
Red Ninja: End of Honor,PS2,2005.0,Action,Vivendi Games,0.02,0.02,0.0,0.01,0.04,47.0,17.0,5.0,7.0,M,,,,,5.0
The Wolf Among Us,PSV,2014.0,Adventure,Telltale Games,0.03,0.0,0.0,0.01,0.04,,,8.4,30.0,M,Adventure,21644.0,0.9761134725559046,9.8,9.4
Outlaw Tennis,X,2005.0,Sports,Global Star,0.03,0.01,0.0,0.0,0.04,66.0,45.0,7.7,6.0,M,,,,,7.7
SPRay,Wii,2008.0,Action,Tecmo Koei,0.04,0.0,0.0,0.0,0.04,42.0,16.0,4.5,6.0,E10+,,,,,4.5
Exist Archive: The Other Side of the Sky,PS4,2015.0,Role-Playing,Aksys Games,0.01,0.0,0.03,0.0,0.04,69.0,13.0,8.0,21.0,T,,,,,8.0
Attack of the Movies 3D,X360,2010.0,Shooter,Majesco Entertainment,0.04,0.0,0.0,0.0,0.04,38.0,8.0,1.7,10.0,T,,,,,1.7
Legend of Kay Anniversary,PS4,2015.0,Action,Nordic Games,0.0,0.04,0.0,0.01,0.04,62.0,22.0,6.4,11.0,E10+,Action;Adventure;RPG,193.0,0.694300518134715,6.9,6.7
Secret Files: Tunguska,PC,2006.0,Adventure,DreamCatcher Interactive,0.0,0.04,0.0,0.0,0.04,66.0,26.0,7.3,39.0,T,Adventure,167.0,0.8083832335329342,8.1,7.8
Dance Dance Revolution Disney Mix,PS,2000.0,Simulation,Konami Digital Entertainment,0.02,0.02,0.0,0.0,0.04,74.0,7.0,8.3,13.0,E,,,,,8.3
NASCAR 07,X,2006.0,Racing,Electronic Arts,0.03,0.01,0.0,0.0,0.04,72.0,26.0,7.0,4.0,E,,,,,7.0
Resident Evil 6,PC,2012.0,Shooter,Capcom,0.0,0.04,0.0,0.0,0.04,69.0,18.0,5.9,877.0,M,,,,,5.9
Thrillville: Off the Rails,DS,2007.0,Strategy,LucasArts,0.03,0.01,0.0,0.0,0.04,59.0,6.0,6.2,5.0,E,,,,,6.2
Bloody Roar Extreme,X,2003.0,Fighting,Hudson Soft,0.03,0.01,0.0,0.0,0.04,61.0,22.0,8.6,9.0,T,,,,,8.6
Split/Second,PC,2010.0,Racing,Disney Interactive Studios,0.0,0.04,0.0,0.01,0.04,79.0,18.0,8.2,116.0,E10+,Action;Racing,924.0,0.775974025974026,7.8,8.0
Dead Head Fred,PSP,2007.0,Action,D3Publisher,0.04,0.0,0.0,0.0,0.04,75.0,30.0,7.3,23.0,M,,,,,7.3
Myth Makers: Trixie in Toyland,Wii,2008.0,Platform,Popcorn Arcade,0.04,0.0,0.0,0.0,0.04,,,0.2,5.0,E,,,,,0.2
Ride to Hell,PS3,2013.0,Racing,Deep Silver,0.02,0.01,0.0,0.01,0.04,13.0,4.0,1.0,219.0,M,,,,,1.0
Need for Speed: ProStreet,PC,2007.0,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.04,70.0,18.0,6.0,165.0,E10+,,,,,6.0
Mark McMorris Infinite Air,XOne,2016.0,Sports,FuRyu Corporation,0.04,0.0,0.0,0.0,0.04,,,8.1,30.0,T,,,,,8.1
Digimon Rumble Arena 2,GC,2004.0,Fighting,Atari,0.03,0.01,0.0,0.0,0.04,71.0,5.0,8.1,7.0,T,,,,,8.1
Gravity Falls: Legend of the Gnome Gemulets,3DS,2015.0,Action,Ubisoft,0.03,0.0,0.0,0.0,0.04,46.0,4.0,5.8,10.0,E,,,,,5.8
Major League Baseball 2K12,PC,2012.0,Sports,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04,,,5.7,15.0,E,,,,,5.7
Rugby Challenge 3,PS4,2016.0,Sports,Alternative Software,0.0,0.04,0.0,0.01,0.04,64.0,4.0,6.8,12.0,E,Sports,81.0,0.5802469135802469,5.8,6.2
Hellboy: The Science of Evil,PSP,2008.0,Action,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,42.0,14.0,7.1,13.0,T,,,,,7.1
The Sims Deluxe,PC,2002.0,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04,92.0,6.0,8.2,77.0,T,,,,,8.2
WTF: Work Time Fun,PSP,2005.0,Puzzle,Sony Computer Entertainment,0.04,0.0,0.0,0.0,0.04,63.0,23.0,7.5,8.0,T,,,,,7.5
LEGO Indiana Jones: The Original Adventures,PC,2008.0,Action,LucasArts,0.02,0.02,0.0,0.0,0.04,78.0,14.0,7.7,35.0,E10+,,,,,7.7
Horses 3D,3DS,2012.0,Misc,Ubisoft,0.04,0.0,0.0,0.0,0.04,,,6.3,4.0,E,,,,,6.3
The Sims 2: Pets,PC,2006.0,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04,76.0,23.0,7.7,40.0,T,,,,,7.7
Deadliest Warrior: Ancient Combat,X360,2012.0,Fighting,Cloud Imperium Games Corporation,0.04,0.0,0.0,0.0,0.04,37.0,5.0,6.3,4.0,M,,,,,6.3
The Kore Gang,Wii,2010.0,Platform,Flashpoint Games,0.04,0.0,0.0,0.0,0.04,70.0,10.0,8.6,7.0,E10+,,,,,8.6
Resident Evil: Revelations,PC,2013.0,Action,Capcom,0.0,0.04,0.0,0.0,0.04,77.0,12.0,7.0,348.0,M,,,,,7.0
Port Royale 2,PC,2004.0,Strategy,Ascaron Entertainment GmbH,0.0,0.03,0.0,0.01,0.04,75.0,20.0,7.7,42.0,T,Strategy,269.0,0.6468401486988847,6.5,7.0
Worms: WMD,PS4,2016.0,Action,Sold Out,0.01,0.02,0.0,0.01,0.04,78.0,23.0,7.6,19.0,E10+,,,,,7.6
Company of Heroes: Tales of Valor,PC,2009.0,Strategy,THQ,0.0,0.03,0.0,0.01,0.04,70.0,42.0,7.2,204.0,M,Strategy,1438.0,0.9297635605006954,9.3,8.4
Prison Architect,PS4,2016.0,Action,Introversion Software,0.02,0.01,0.0,0.01,0.04,80.0,18.0,8.0,19.0,M,Indie;Simulation;Strategy,33973.0,0.9327112707149795,9.3,9.0
Star Trek: Shattered Universe,X,2004.0,Simulation,Global Star,0.03,0.01,0.0,0.0,0.04,41.0,21.0,4.0,10.0,E,,,,,4.0
Mighty No. 9,WiiU,2016.0,Platform,Deep Silver,0.03,0.01,0.0,0.0,0.04,48.0,9.0,4.6,81.0,E10+,Action,2756.0,0.4960087082728592,5.0,4.9
Farm Frenzy 3,PC,2009.0,Strategy,Alawar Entertainment,0.0,0.03,0.0,0.01,0.04,,,,,E,Casual,8.0,0.875,8.8,8.8
Guilty Gear XX Accent Core,Wii,2007.0,Fighting,505 Games,0.03,0.0,0.0,0.0,0.04,75.0,15.0,8.4,19.0,T,,,,,8.4
Devil May Cry 4,PC,2008.0,Action,Capcom,0.01,0.02,0.0,0.01,0.04,78.0,21.0,8.5,355.0,M,Action;Adventure,1764.0,0.9183673469387755,9.2,8.9
WarJetz,PS2,2001.0,Shooter,3DO,0.02,0.02,0.0,0.01,0.04,59.0,9.0,5.5,4.0,T,,,,,5.5
Gray Matter,X360,2011.0,Adventure,DTP Entertainment,0.0,0.04,0.0,0.0,0.04,,,,,,Adventure;Casual,466.0,0.8991416309012875,9.0,9.0
Barnyard,Wii,2006.0,Action,THQ,0.04,0.0,0.0,0.0,0.04,65.0,15.0,5.7,7.0,E10+,,,,,5.7
Heroes of Might and Magic V,PC,2006.0,Strategy,Ubisoft,0.0,0.03,0.0,0.01,0.04,77.0,41.0,8.0,353.0,T,,,,,8.0
Test Drive: Ferrari Legends,PS3,2012.0,Racing,Unknown,0.04,0.0,0.0,0.01,0.04,62.0,19.0,4.8,23.0,E,,,,,4.8
Metal Gear Solid: Digital Graphic Novel,PSP,2006.0,Misc,Konami Digital Entertainment,0.02,0.0,0.02,0.0,0.04,78.0,22.0,7.2,21.0,M,,,,,7.2
Aeon Flux,PS2,2005.0,Action,THQ,0.02,0.02,0.0,0.01,0.04,66.0,19.0,5.8,9.0,T,,,,,5.8
GRID,PC,2008.0,Racing,Codemasters,0.0,0.03,0.0,0.01,0.04,87.0,25.0,7.8,465.0,E,,,,,7.8
Shattered Union,X,2005.0,Strategy,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,66.0,17.0,6.9,7.0,T,Strategy,88.0,0.4431818181818182,4.4,5.2
Virtua Tennis 4,PC,2011.0,Sports,Sega,0.0,0.03,0.0,0.01,0.04,66.0,5.0,7.3,43.0,E,,,,,7.3
BlazBlue: Chrono Phantasma Extend,PS3,2015.0,Action,PQube,0.0,0.0,0.04,0.0,0.04,,,8.3,10.0,T,,,,,8.3
Terraria,XOne,2014.0,Action,505 Games,0.0,0.04,0.0,0.0,0.04,84.0,5.0,7.7,30.0,T,Action;Adventure;Indie;RPG,263397.0,0.9703982961081561,9.7,9.3
Company of Heroes: Opposing Fronts,PC,2007.0,Strategy,THQ,0.01,0.03,0.0,0.01,0.04,87.0,36.0,8.6,236.0,M,Action;Strategy,631.0,0.9175911251980983,9.2,8.9
Unchained Blades ,3DS,2011.0,Role-Playing,FuRyu,0.0,0.0,0.04,0.0,0.04,65.0,8.0,7.8,16.0,T,,,,,7.8
Aegis of Earth: Protonovus Assault,PSV,2016.0,Action,PQube,0.01,0.02,0.0,0.01,0.04,,,8.3,8.0,T,Strategy,28.0,0.6071428571428571,6.1,7.0
NHL Hitz Pro,GC,2003.0,Sports,Midway Games,0.03,0.01,0.0,0.0,0.04,81.0,15.0,7.8,5.0,E,,,,,7.8
Worms Armageddon,N64,1999.0,Strategy,Infogrames,0.03,0.01,0.0,0.0,0.04,,,,,,Strategy,3748.0,0.938367129135539,9.4,9.4
Superman: Countdown to Apokolips,GBA,2003.0,Platform,Atari,0.03,0.01,0.0,0.0,0.04,47.0,5.0,5.7,6.0,E,,,,,5.7
Duke Nukem 3D: 20th Anniversary World Tour,XOne,2016.0,Shooter,Gearbox Software,0.04,0.0,0.0,0.0,0.04,70.0,4.0,,,M,Action;Adventure,983.0,0.8199389623601221,8.2,8.2
Ben 10 Galactic Racing,PSV,2012.0,Racing,D3Publisher,0.02,0.01,0.0,0.01,0.04,,,3.8,8.0,E,,,,,3.8
Worms 4: Mayhem,X,2005.0,Strategy,Codemasters,0.03,0.01,0.0,0.0,0.04,69.0,27.0,9.2,6.0,T,,,,,9.2
Rise of Nations,PC,2003.0,Strategy,Microsoft Game Studios,0.01,0.02,0.0,0.01,0.04,89.0,30.0,9.0,277.0,T,,,,,9.0
Men of War: Vietnam,PC,2011.0,Strategy,Unknown,0.0,0.03,0.0,0.01,0.04,68.0,19.0,5.0,36.0,T,Strategy,646.0,0.6176470588235294,6.2,5.8
Imperial Glory,PC,2005.0,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04,69.0,28.0,8.4,73.0,T,Strategy,772.0,0.7772020725388601,7.8,8.0
Prototype: Biohazard Bundle,PS4,2016.0,Action,Activision,0.03,0.0,0.0,0.01,0.04,48.0,4.0,2.0,53.0,M,,,,,2.0
Antz Extreme Racing,PS2,2002.0,Racing,Empire Interactive,0.02,0.02,0.0,0.01,0.04,31.0,5.0,5.0,8.0,E,,,,,5.0
Samurai Warriors 2: Empires,X360,2007.0,Action,Tecmo Koei,0.03,0.0,0.01,0.0,0.04,53.0,29.0,8.6,14.0,T,,,,,8.6
Metal Slug XX,PSP,2009.0,Shooter,DHM Interactive,0.03,0.0,0.0,0.0,0.04,67.0,22.0,6.1,9.0,T,Action,139.0,0.5035971223021583,5.0,5.3
Patrician IV,PC,2010.0,Strategy,Kalypso Media,0.03,0.0,0.0,0.0,0.04,66.0,18.0,6.5,35.0,E,,,,,6.5
Clannad,PS2,2006.0,Adventure,Interchannel,0.0,0.0,0.04,0.0,0.04,,,,,,Adventure;Casual,1940.0,0.979381443298969,9.8,9.8
Fishermans Challenge,PS2,2003.0,Sports,Konami Digital Entertainment,0.02,0.02,0.0,0.01,0.04,67.0,7.0,7.5,4.0,E,,,,,7.5
Ray Gigant,PSV,2015.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,72.0,14.0,8.1,25.0,T,Adventure;RPG,71.0,0.5633802816901409,5.6,6.7
Section 8,PC,2009.0,Shooter,SouthPeak Games,0.02,0.01,0.0,0.01,0.04,72.0,31.0,7.0,78.0,T,,,,,7.0
The Da Vinci Code,X,2006.0,Action,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,52.0,34.0,2.8,5.0,T,,,,,2.8
Pure Pinball,X,2004.0,Misc,XS Games,0.03,0.01,0.0,0.0,0.04,68.0,11.0,8.5,6.0,E,,,,,8.5
Shadow of the Colossus,PS3,2011.0,Action,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,,,8.5,74.0,T,,,,,8.5
Headhunter: Redemption,PS2,2004.0,Action,Sega,0.02,0.01,0.0,0.0,0.04,62.0,29.0,6.7,7.0,M,,,,,6.7
Clannad,PSP,2008.0,Adventure,Prototype,0.0,0.0,0.04,0.0,0.04,,,,,,Adventure;Casual,1940.0,0.979381443298969,9.8,9.8
Grand Theft Auto: Vice City,PC,2003.0,Action,Take-Two Interactive,0.0,0.03,0.0,0.01,0.04,94.0,30.0,8.8,1538.0,M,Action,10636.0,0.9229973674313652,9.2,9.0
Empire Earth III,PC,2007.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,50.0,40.0,2.8,53.0,T,,,,,2.8
The Sims 4: Spa Day,PC,2015.0,Simulation,Electronic Arts,0.0,0.04,0.0,0.0,0.04,,,7.8,28.0,T,,,,,7.8
DuckTales: Remastered,X360,2013.0,Action,Capcom,0.03,0.0,0.0,0.0,0.04,,,,,,Action;Adventure;Casual,3721.0,0.8594463853802741,8.6,8.6
Surfs Up,PS3,2007.0,Sports,Ubisoft,0.03,0.0,0.0,0.0,0.04,59.0,8.0,5.1,7.0,E10+,,,,,5.1
SWAT: Target Liberty,PSP,2007.0,Shooter,Vivendi Games,0.03,0.0,0.0,0.0,0.04,50.0,26.0,7.7,9.0,T,,,,,7.7
Twin Strike: Operation Thunder,Wii,2008.0,Shooter,Zoo Games,0.04,0.0,0.0,0.0,0.04,50.0,7.0,8.3,6.0,E10+,,,,,8.3
CSI: Fatal Conspiracy,PC,2010.0,Adventure,Ubisoft,0.0,0.03,0.0,0.01,0.04,47.0,5.0,5.5,6.0,M,,,,,5.5
Resident Evil: Operation Raccoon City,PC,2012.0,Action,Capcom,0.0,0.03,0.0,0.01,0.04,48.0,8.0,3.9,192.0,M,Action,2250.0,0.5204444444444445,5.2,4.7
Bomberman: Act Zero,X360,2006.0,Puzzle,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,34.0,41.0,2.2,43.0,T,,,,,2.2
Worms: Ultimate Mayhem,PC,2011.0,Strategy,Unknown,0.0,0.03,0.0,0.0,0.04,66.0,4.0,7.8,48.0,E10+,,,,,7.8
Dreamfall: The Longest Journey,X,2006.0,Adventure,Empire Interactive,0.03,0.01,0.0,0.0,0.04,73.0,42.0,8.8,24.0,M,Adventure;RPG,677.0,0.8685376661742984,8.7,8.7
Tokyo Xanadu eX+,PS4,2016.0,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.04,0.0,0.04,,,,,,RPG,411.0,0.902676399026764,9.0,9.0
JASF: Janes Advanced Strike Fighters,PC,2011.0,Simulation,Deep Silver,0.02,0.01,0.0,0.0,0.04,48.0,4.0,3.1,14.0,T,,,,,3.1
Don Bradman Cricket 14,XOne,2015.0,Sports,Tru Blu Entertainment,0.0,0.04,0.0,0.0,0.04,,,,,,Indie;Simulation;Sports,496.0,0.8951612903225806,9.0,9.0
Brothers In Arms DS,DS,2007.0,Shooter,Ubisoft,0.03,0.0,0.0,0.0,0.04,72.0,27.0,8.0,25.0,T,,,,,8.0
Superdimension Neptune vs Sega Hard Girls,PSV,2016.0,Role-Playing,Idea Factory International,0.0,0.03,0.0,0.01,0.04,73.0,16.0,8.5,14.0,T,,,,,8.5
Off-Road Drive,PC,2011.0,Racing,1C Company,0.0,0.03,0.0,0.0,0.04,60.0,10.0,6.4,17.0,,Racing;Simulation,463.0,0.6177105831533477,6.2,6.3
Ballistic,PS,1999.0,Puzzle,Atari,0.02,0.01,0.0,0.0,0.04,,,,,,Action;Adventure;Casual;Indie,8.0,0.75,7.5,7.5
Colin McRae Rally 3,X,2002.0,Racing,Codemasters,0.03,0.01,0.0,0.0,0.04,86.0,25.0,7.4,14.0,E,,,,,7.4
TMNT,DS,2007.0,Action,Ubisoft,0.03,0.01,0.0,0.0,0.04,42.0,10.0,1.8,6.0,E10+,,,,,1.8
City Builder,Wii,2010.0,Misc,Virtual Play Games,0.04,0.0,0.0,0.0,0.04,,,,,E,Casual;Strategy,2.0,0.5,5.0,5.0
City Builder,Wii,2010.0,Misc,Virtual Play Games,0.04,0.0,0.0,0.0,0.04,,,,,E,Casual;Indie;Simulation,10.0,0.6,6.0,6.0
LEGO Jurassic World,PC,2015.0,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.04,72.0,8.0,7.1,33.0,E10+,,,,,7.1
Stolen,PS2,2005.0,Action,Hip Interactive,0.02,0.01,0.0,0.0,0.04,51.0,16.0,7.4,16.0,T,,,,,7.4
Stoked: Big Air Edition,X360,2009.0,Sports,Namco Bandai Games,0.02,0.02,0.0,0.0,0.04,72.0,21.0,7.7,16.0,T,,,,,7.7
Pro Race Driver,X,2003.0,Racing,Codemasters,0.03,0.01,0.0,0.0,0.04,80.0,17.0,8.0,5.0,T,,,,,8.0
The Movies,PC,2005.0,Simulation,Activision,0.01,0.03,0.0,0.01,0.04,84.0,62.0,8.3,132.0,T,,,,,8.3
Train Simulator 2016,PC,2015.0,Simulation,Unknown,0.0,0.04,0.0,0.0,0.04,,,3.8,9.0,E,,,,,3.8
Supreme Commander: Forged Alliance,PC,2007.0,Strategy,THQ,0.01,0.02,0.0,0.0,0.04,81.0,35.0,8.9,219.0,E10+,Strategy,5143.0,0.9661676064553762,9.7,9.4
Meteos: Disney Magic,DS,2007.0,Puzzle,Disney Interactive Studios,0.01,0.02,0.0,0.0,0.04,74.0,36.0,6.6,5.0,E,,,,,6.6
FIFA World Cup Germany 2006,DS,2006.0,Sports,Electronic Arts,0.03,0.0,0.0,0.0,0.04,71.0,7.0,7.2,6.0,E,,,,,7.2
Lost Planet 3,PC,2013.0,Shooter,Capcom,0.0,0.04,0.0,0.0,0.04,61.0,17.0,6.2,210.0,T,,,,,6.2
