Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,genres,steam_total_reviews,steam_positive_review_ratio,steam_score,transformed_user_score
Secret of Mana,SNES,1993.0,Role-Playing,SquareSoft,0.25,0.07,1.49,0.02,1.83,,,,,,Action;RPG,1454.0,0.6437414030261348,6.4,6.4
Air Combat,PS,1995.0,Simulation,Sony Computer Entertainment,0.92,0.33,0.52,0.05,1.83,,,,,,Action;Indie,9.0,0.4444444444444444,4.4,4.4
inFAMOUS 2,PS3,2011.0,Action,Sony Computer Entertainment,1.05,0.47,0.08,0.22,1.82,83.0,90.0,8.4,935.0,T,,,,,8.4
World of Warcraft: Mists of Pandaria,PC,2012.0,Role-Playing,Activision,0.84,0.76,0.0,0.22,1.82,82.0,42.0,4.8,1270.0,T,,,,,4.8
Namco Museum,PS2,2001.0,Misc,Namco Bandai Games,1.73,0.07,0.0,0.02,1.82,72.0,9.0,6.0,5.0,E,,,,,6.0
The Sims: Hot Date,PC,2001.0,Simulation,Electronic Arts,1.81,0.0,0.0,0.0,1.82,85.0,17.0,7.8,71.0,T,,,,,7.8
Demons Souls,PS3,2009.0,Role-Playing,Namco Bandai Games,0.97,0.33,0.35,0.17,1.82,89.0,81.0,8.9,1451.0,M,,,,,8.9
The Orange Box,X360,2007.0,Shooter,Electronic Arts,1.09,0.53,0.02,0.17,1.82,96.0,54.0,8.9,800.0,M,,,,,8.9
DDRMAX2: Dance Dance Revolution,PS2,2003.0,Simulation,Konami Digital Entertainment,1.05,0.59,0.0,0.18,1.81,82.0,27.0,8.2,11.0,E,,,,,8.2
Crazy Taxi,DC,2000.0,Racing,Sega,1.1,0.51,0.12,0.08,1.81,,,,,,Action;Racing,1513.0,0.8195637805684072,8.2,8.2
Virtua Fighter 4,PS2,2002.0,Fighting,Sega,0.78,0.44,0.56,0.04,1.81,94.0,36.0,8.0,84.0,T,,,,,8.0
Sly 2: Band of Thieves,PS2,2004.0,Platform,Sony Computer Entertainment,0.88,0.69,0.0,0.23,1.81,88.0,64.0,9.0,179.0,E,,,,,9.0
Guitar Hero: World Tour,PS2,2008.0,Misc,Activision,1.0,0.03,0.0,0.77,1.8,,,8.0,13.0,T,,,,,8.0
The Evil Within,PS4,2014.0,Action,Bethesda Softworks,0.56,0.86,0.11,0.27,1.8,75.0,65.0,7.3,1228.0,M,Action,12944.0,0.8174443757725587,8.2,7.8
NBA 2K11,PS3,2010.0,Action,Take-Two Interactive,1.41,0.2,0.03,0.16,1.8,89.0,46.0,7.6,107.0,E,,,,,7.6
Sonic Advance 2,GBA,2002.0,Platform,Sega,0.93,0.59,0.21,0.07,1.8,83.0,23.0,8.3,46.0,E,,,,,8.3
Madden NFL 07,X360,2006.0,Sports,Electronic Arts,1.66,0.0,0.01,0.13,1.8,80.0,54.0,6.0,148.0,E,,,,,6.0
Metroid Prime 3: Corruption,Wii,2007.0,Shooter,Nintendo,0.89,0.74,0.07,0.09,1.79,90.0,62.0,8.9,492.0,T,,,,,8.9
Disney's The Lion King,SNES,1994.0,Platform,Virgin Interactive,1.26,0.39,0.08,0.06,1.79,,,,,,Action;Adventure,62.0,0.5967741935483871,6.0,6.0
Midnight Club II,PS2,2003.0,Racing,Take-Two Interactive,1.25,0.29,0.0,0.24,1.78,85.0,41.0,8.5,48.0,T,,,,,8.5
The Getaway: Black Monday,PS2,2004.0,Action,Sony Computer Entertainment,0.39,1.01,0.02,0.36,1.78,57.0,53.0,7.6,48.0,M,,,,,7.6
Madden NFL 17,XOne,2016.0,Sports,Electronic Arts,1.57,0.02,0.0,0.19,1.78,83.0,30.0,5.7,43.0,E,,,,,5.7
50 Cent: Bulletproof,PS2,2005.0,Action,Vivendi Games,0.85,0.76,0.0,0.16,1.77,47.0,21.0,6.6,129.0,M,,,,,6.6
Dead or Alive 3,X,2001.0,Fighting,Microsoft Game Studios,1.19,0.29,0.24,0.06,1.77,87.0,35.0,8.6,44.0,T,,,,,8.6
LEGO Star Wars III: The Clone Wars,Wii,2011.0,Action,LucasArts,1.01,0.61,0.0,0.15,1.77,76.0,7.0,7.7,10.0,E10+,,,,,7.7
Wii Party U,WiiU,2013.0,Misc,Nintendo,0.3,0.58,0.84,0.05,1.77,65.0,38.0,6.8,135.0,E,,,,,6.8
Dragon Quest Monsters: Joker,DS,2006.0,Role-Playing,Square Enix,0.23,0.02,1.49,0.02,1.76,75.0,30.0,7.4,27.0,E10+,,,,,7.4
UFC 2009 Undisputed,PS3,2009.0,Fighting,THQ,1.07,0.44,0.01,0.24,1.76,84.0,58.0,8.1,47.0,T,,,,,8.1
The SpongeBob SquarePants Movie,PS2,2004.0,Platform,THQ,1.06,0.54,0.0,0.16,1.76,75.0,5.0,8.9,56.0,E,,,,,8.9
Golden Sun,GBA,2001.0,Role-Playing,Nintendo,0.93,0.38,0.4,0.06,1.76,91.0,29.0,9.3,198.0,E,,,,,9.3
Def Jam: Fight for NY,PS2,2004.0,Fighting,Electronic Arts,0.86,0.67,0.0,0.22,1.76,83.0,46.0,8.9,75.0,M,,,,,8.9
Tom Clancys Ghost Recon,X,2002.0,Shooter,Ubisoft,1.23,0.46,0.0,0.07,1.76,84.0,29.0,6.0,28.0,M,,,,,6.0
State of Emergency,PS2,2002.0,Action,Take-Two Interactive,0.86,0.67,0.0,0.22,1.76,71.0,34.0,5.7,33.0,M,,,,,5.7
The Urbz: Sims in the City,PS2,2004.0,Simulation,Electronic Arts,0.52,0.95,0.0,0.29,1.76,70.0,25.0,8.2,24.0,T,,,,,8.2
Star Wars: Starfighter,PS2,2001.0,Simulation,Activision,0.61,0.87,0.02,0.26,1.76,84.0,25.0,8.0,21.0,T,,,,,8.0
Star Wars: Battlefront,X,2004.0,Shooter,Activision,1.24,0.45,0.0,0.07,1.75,80.0,55.0,9.1,57.0,T,,,,,9.1
Just Cause 2,PS3,2010.0,Action,Square Enix,0.45,0.92,0.06,0.32,1.75,83.0,66.0,8.0,293.0,M,Action;Adventure,36867.0,0.9123606477337456,9.1,8.7
The Crew,PS4,2014.0,Racing,Ubisoft,0.37,1.08,0.03,0.27,1.75,61.0,60.0,5.4,576.0,T,,,,,5.4
Watch Dogs,PS3,2014.0,Action,Ubisoft,0.56,0.82,0.1,0.27,1.75,,,5.1,384.0,M,,,,,5.1
Disney's Aladdin,SNES,1993.0,Platform,Capcom,0.94,0.34,0.21,0.27,1.75,,,,,,Action;Adventure,34.0,0.6470588235294118,6.5,6.5
FIFA Soccer 08,PS3,2007.0,Sports,Electronic Arts,0.35,1.06,0.02,0.31,1.75,81.0,28.0,7.1,47.0,E,,,,,7.1
Crackdown,X360,2007.0,Shooter,Microsoft Game Studios,1.0,0.53,0.03,0.18,1.75,83.0,75.0,8.0,340.0,M,,,,,8.0
Dance Dance Revolution X,PS2,2008.0,Simulation,Konami Digital Entertainment,0.85,0.66,0.01,0.22,1.75,55.0,6.0,6.2,6.0,E10+,,,,,6.2
No Mans Sky,PS4,2016.0,Action,Hello Games,0.66,0.77,0.03,0.28,1.75,71.0,94.0,4.5,5146.0,T,,,,,4.5
The Order: 1886,PS4,2015.0,Shooter,Sony Computer Entertainment,0.62,0.78,0.07,0.27,1.75,63.0,94.0,6.6,3191.0,M,,,,,6.6
Dark Souls III,PS4,2016.0,Role-Playing,Namco Bandai Games,0.69,0.47,0.34,0.24,1.74,89.0,69.0,8.7,1979.0,M,,,,,8.7
Xenosaga Episode I: Der Wille zur Macht,PS2,2002.0,Role-Playing,Namco Bandai Games,0.63,0.49,0.45,0.17,1.74,83.0,35.0,8.7,99.0,T,,,,,8.7
Kinect Star Wars,X360,2012.0,Action,Microsoft Game Studios,1.05,0.52,0.03,0.14,1.74,55.0,61.0,3.4,144.0,T,,,,,3.4
Dragons Dogma,PS3,2012.0,Role-Playing,Capcom,0.41,0.44,0.72,0.17,1.74,78.0,38.0,8.3,445.0,M,,,,,8.3
Dragon Quest VI: Realms of Revelation,DS,2010.0,Role-Playing,Nintendo,0.2,0.15,1.35,0.03,1.74,78.0,41.0,8.2,32.0,T,,,,,8.2
Knack,PS4,2013.0,Platform,Sony Computer Entertainment Europe,0.44,0.68,0.42,0.2,1.74,54.0,83.0,6.5,1079.0,E10+,,,,,6.5
SSX Tricky,PS2,2001.0,Sports,Electronic Arts,0.85,0.66,0.0,0.22,1.73,92.0,33.0,8.9,71.0,E,,,,,8.9
NBA 2K15,XOne,2014.0,Sports,Take-Two Interactive,1.38,0.18,0.0,0.18,1.73,82.0,9.0,6.3,101.0,E,,,,,6.3
Crash Bandicoot: The Huge Adventure,GBA,2002.0,Platform,Universal Interactive,0.95,0.7,0.0,0.08,1.73,78.0,18.0,7.9,29.0,E,,,,,7.9
Hitman: Absolution,X360,2012.0,Action,Square Enix,0.68,0.88,0.01,0.17,1.73,79.0,51.0,7.1,456.0,M,,,,,7.1
Madden NFL 2005,X,2004.0,Sports,Electronic Arts,1.61,0.03,0.0,0.08,1.72,91.0,39.0,7.6,26.0,E,,,,,7.6
Star Ocean: Till The End of Time,PS2,2003.0,Role-Playing,Ubisoft,0.8,0.21,0.55,0.15,1.72,80.0,55.0,7.7,135.0,T,,,,,7.7
Call of Duty: Modern Warfare 3,PC,2011.0,Shooter,Activision,0.41,0.98,0.0,0.32,1.72,78.0,26.0,2.5,5670.0,M,,,,,2.5
Dishonored,X360,2012.0,Action,Bethesda Softworks,1.06,0.5,0.01,0.14,1.71,88.0,56.0,7.9,820.0,M,Action;Adventure,43025.0,0.9705055200464846,9.7,9.0
The Beatles: Rock Band,Wii,2009.0,Misc,MTV Games,1.17,0.39,0.0,0.15,1.71,89.0,25.0,8.9,43.0,T,,,,,8.9
Ace Combat 5: The Unsung War,PS2,2004.0,Simulation,Sony Computer Entertainment Europe,0.88,0.34,0.32,0.18,1.71,84.0,57.0,9.1,81.0,T,,,,,9.1
Need for Speed Underground,X,2003.0,Racing,Electronic Arts,1.09,0.55,0.0,0.07,1.71,83.0,25.0,8.7,35.0,E,,,,,8.7
Deal or No Deal,DS,2007.0,Misc,Mindscape,1.15,0.4,0.0,0.15,1.71,20.0,13.0,1.9,41.0,E,,,,,1.9
Until Dawn,PS4,2015.0,Adventure,Sony Computer Entertainment Europe,0.48,0.91,0.05,0.26,1.71,79.0,103.0,8.2,2197.0,M,,,,,8.2
FIFA Soccer 10,PS2,2009.0,Sports,Electronic Arts,0.23,0.24,0.0,1.23,1.7,,,8.4,9.0,E,,,,,8.4
Portal 2,PS3,2011.0,Shooter,Valve,0.83,0.6,0.02,0.24,1.7,95.0,54.0,8.4,943.0,E10+,Action;Adventure,140111.0,0.9865035578933845,9.9,9.4
BioShock Infinite,PS3,2013.0,Shooter,Take-Two Interactive,0.72,0.65,0.04,0.28,1.7,94.0,27.0,8.5,1868.0,M,Action,83288.0,0.9538228796465277,9.5,9.1
NCAA Football 07,PS2,2006.0,Sports,Electronic Arts,1.41,0.05,0.0,0.23,1.7,87.0,18.0,8.6,23.0,E,,,,,8.6
The Sims 3: Late Night Expansion Pack,PC,2010.0,Simulation,Electronic Arts,0.59,0.87,0.0,0.23,1.7,74.0,17.0,5.3,78.0,T,,,,,5.3
Ben 10: Protector of Earth,DS,2007.0,Action,D3Publisher,0.68,0.82,0.0,0.19,1.7,,,6.4,7.0,E,,,,,6.4
Cabelas Big Game Hunter 2010,Wii,2009.0,Sports,Activision Value,1.58,0.0,0.0,0.12,1.69,,,7.8,4.0,T,,,,,7.8
SOCOM 3: U.S. Navy SEALs,PS2,2005.0,Shooter,Sony Computer Entertainment,1.22,0.34,0.04,0.1,1.69,82.0,59.0,8.8,66.0,M,,,,,8.8
Sonic Colors,Wii,2010.0,Platform,Sega,0.93,0.6,0.01,0.15,1.69,78.0,58.0,8.5,303.0,E,,,,,8.5
Harry Potter and the Sorcerers Stone,GBA,2001.0,Action,Electronic Arts,0.87,0.66,0.08,0.08,1.69,64.0,8.0,7.1,8.0,E,,,,,7.1
Dragon Ball Z: The Legacy of Goku,GBA,2002.0,Role-Playing,Infogrames,1.52,0.12,0.0,0.05,1.69,53.0,15.0,6.9,28.0,E,,,,,6.9
Need For Speed: Undercover,X360,2008.0,Racing,Electronic Arts,0.8,0.7,0.01,0.18,1.69,64.0,62.0,5.9,104.0,T,,,,,5.9
Resident Evil 4,GC,2005.0,Action,Capcom,0.98,0.42,0.22,0.06,1.69,96.0,82.0,9.4,774.0,M,,,,,9.4
Sid Meiers Civilization V,PC,2010.0,Strategy,Take-Two Interactive,0.99,0.52,0.0,0.18,1.68,90.0,70.0,7.9,2298.0,E10+,,,,,7.9
Saints Row 2,PS3,2008.0,Action,THQ,0.88,0.54,0.02,0.25,1.68,82.0,50.0,7.9,135.0,M,Action,12323.0,0.766209526900917,7.7,7.8
StarCraft II: Heart of the Swarm,PC,2013.0,Strategy,Activision,0.84,0.66,0.0,0.18,1.68,86.0,68.0,7.9,1350.0,T,,,,,7.9
The Sims: Superstar,PC,2003.0,Simulation,Electronic Arts,1.67,0.0,0.0,0.0,1.68,79.0,20.0,8.2,25.0,T,,,,,8.2
Metroid Fusion,GBA,2002.0,Action,Nintendo,1.18,0.27,0.17,0.06,1.68,92.0,44.0,9.1,200.0,E,,,,,9.1
We Ski,Wii,2008.0,Sports,Namco Bandai Games,0.97,0.4,0.14,0.15,1.67,67.0,32.0,8.5,12.0,E,,,,,8.5
Star Wars Battlefront: Renegade Squadron,PSP,2007.0,Shooter,LucasArts,0.9,0.46,0.0,0.32,1.67,73.0,35.0,7.9,46.0,T,,,,,7.9
SSX 3,PS2,2003.0,Sports,Electronic Arts,0.93,0.52,0.0,0.22,1.67,93.0,41.0,9.1,125.0,E,,,,,9.1
Madden NFL 2001,PS,2000.0,Sports,Electronic Arts,1.58,0.05,0.0,0.04,1.67,90.0,14.0,6.8,4.0,E,,,,,6.8
Star Wars: Battlefront II,X,2005.0,Shooter,Activision,1.22,0.39,0.0,0.06,1.67,83.0,40.0,8.9,107.0,T,,,,,8.9
Tony Hawks Pro Skater 3,PS,2001.0,Sports,Activision,1.09,0.49,0.02,0.07,1.67,87.0,10.0,8.3,37.0,E,,,,,8.3
Dragon Age: Origins,PS3,2009.0,Role-Playing,Electronic Arts,0.96,0.42,0.08,0.21,1.67,87.0,41.0,7.9,603.0,M,RPG,6675.0,0.9298876404494382,9.3,8.7
Spy Hunter,PS2,2001.0,Racing,Midway Games,1.13,0.32,0.0,0.22,1.67,84.0,28.0,7.8,13.0,T,,,,,7.8
Mario Party 10,WiiU,2015.0,Misc,Nintendo,0.75,0.55,0.24,0.12,1.67,66.0,66.0,6.5,280.0,E,,,,,6.5
Fight Night Round 3,PS3,2006.0,Fighting,Electronic Arts,0.81,0.58,0.01,0.26,1.67,83.0,37.0,7.9,24.0,T,,,,,7.9
NCAA Football 2004,PS2,2003.0,Sports,Electronic Arts,1.35,0.09,0.0,0.23,1.67,94.0,15.0,8.8,81.0,E,,,,,8.8
LEGO Batman 2: DC Super Heroes,X360,2012.0,Action,Warner Bros. Interactive Entertainment,0.9,0.62,0.0,0.15,1.67,79.0,59.0,7.2,115.0,E10+,,,,,7.2
SpongeBob SquarePants: Battle for Bikini Bottom,PS2,2003.0,Platform,THQ,1.08,0.45,0.0,0.14,1.67,71.0,9.0,9.0,89.0,E,,,,,9.0
Big Beach Sports,Wii,2008.0,Sports,THQ,0.45,1.02,0.0,0.2,1.66,44.0,17.0,8.0,41.0,E,,,,,8.0
SSX,PS2,2000.0,Sports,Electronic Arts,0.78,0.61,0.06,0.2,1.66,93.0,35.0,8.3,33.0,E,,,,,8.3
Shaun White Snowboarding: Road Trip,Wii,2008.0,Sports,Ubisoft,0.93,0.56,0.0,0.16,1.66,78.0,28.0,8.7,22.0,E10+,,,,,8.7
NBA Ballers,PS2,2004.0,Sports,Midway Games,0.81,0.63,0.0,0.21,1.66,83.0,44.0,9.2,19.0,E,,,,,9.2
Saints Row IV,X360,2013.0,Action,Deep Silver,1.01,0.5,0.01,0.13,1.66,81.0,42.0,6.5,326.0,M,Action;Adventure,59036.0,0.9162375499695101,9.2,8.3
NBA Live 2003,PS2,2002.0,Sports,Electronic Arts,1.25,0.15,0.03,0.22,1.66,83.0,22.0,8.3,28.0,E,,,,,8.3
Far Cry 4,XOne,2014.0,Shooter,Ubisoft,0.82,0.69,0.01,0.14,1.66,82.0,15.0,7.5,387.0,M,,,,,7.5
Dragon Ball Z: Budokai Tenkaichi,PS2,2005.0,Fighting,Atari,0.96,0.12,0.54,0.04,1.66,72.0,29.0,8.4,71.0,T,,,,,8.4
Kirbys Return to Dreamland,Wii,2011.0,Platform,Nintendo,0.58,0.21,0.79,0.07,1.65,77.0,49.0,8.5,158.0,E10+,,,,,8.5
Mario Party 6,GC,2004.0,Misc,Nintendo,0.9,0.11,0.6,0.05,1.65,71.0,33.0,7.9,53.0,E,,,,,7.9
Star Wars The Clone Wars: Lightsaber Duels,Wii,2008.0,Action,LucasArts,1.21,0.3,0.0,0.14,1.65,56.0,24.0,7.1,20.0,T,,,,,7.1
Need for Speed Carbon,X360,2006.0,Racing,Electronic Arts,0.76,0.69,0.02,0.18,1.65,77.0,52.0,6.3,82.0,E10+,,,,,6.3
Heavenly Sword,PS3,2007.0,Action,Sony Computer Entertainment,0.57,0.72,0.06,0.29,1.65,79.0,64.0,8.3,545.0,T,,,,,8.3
MySims,Wii,2007.0,Simulation,Electronic Arts,0.9,0.54,0.04,0.17,1.65,68.0,38.0,7.2,56.0,E,,,,,7.2
NBA 2K15,X360,2014.0,Sports,Take-Two Interactive,1.36,0.11,0.0,0.17,1.65,,,3.0,40.0,E,,,,,3.0
Army of Two,X360,2008.0,Shooter,Electronic Arts,1.09,0.37,0.02,0.16,1.64,72.0,76.0,7.6,233.0,M,,,,,7.6
Tiger Woods PGA Tour 2003,PS2,2002.0,Sports,Electronic Arts,0.8,0.63,0.0,0.21,1.64,88.0,18.0,8.9,18.0,E,,,,,8.9
Prince of Persia: Warrior Within,PS2,2004.0,Action,Ubisoft,0.54,0.88,0.0,0.22,1.64,83.0,51.0,8.5,121.0,M,,,,,8.5
ESPN NFL 2K5,X,2004.0,Sports,Sega,1.54,0.02,0.0,0.07,1.63,92.0,42.0,9.1,93.0,E,,,,,9.1
Beyond: Two Souls,PS3,2013.0,Adventure,Sony Computer Entertainment,0.52,0.8,0.06,0.26,1.63,70.0,98.0,8.1,2659.0,M,,,,,8.1
Pikmin,GC,2001.0,Strategy,Nintendo,0.78,0.25,0.56,0.04,1.63,89.0,39.0,8.7,123.0,E,,,,,8.7
Tiger Woods PGA Tour 2004,PS2,2003.0,Sports,Electronic Arts,1.18,0.34,0.0,0.1,1.63,89.0,23.0,8.8,40.0,E,,,,,8.8
Destiny,PS3,2014.0,Shooter,Activision,0.69,0.56,0.12,0.25,1.63,,,4.5,445.0,T,,,,,4.5
Call of Duty: Black Ops,PC,2010.0,Shooter,Activision,0.58,0.81,0.0,0.23,1.63,81.0,29.0,5.2,1657.0,M,,,,,5.2
Ape Escape,PS,1999.0,Platform,Sony Computer Entertainment,0.71,0.48,0.32,0.11,1.63,90.0,19.0,8.8,53.0,E,,,,,8.8
Max Payne 3,X360,2012.0,Shooter,Take-Two Interactive,0.86,0.62,0.01,0.13,1.62,86.0,80.0,7.8,874.0,M,Action,25955.0,0.8314775573107301,8.3,8.1
NCAA Football 2005,PS2,2004.0,Sports,Electronic Arts,1.32,0.09,0.0,0.22,1.62,88.0,29.0,8.8,35.0,E,,,,,8.8
Viva Pinata,X360,2006.0,Simulation,Microsoft Game Studios,0.45,0.95,0.02,0.2,1.62,84.0,65.0,8.0,131.0,E,,,,,8.0
LEGO Marvel Super Heroes,PS4,2013.0,Action,Warner Bros. Interactive Entertainment,0.59,0.76,0.01,0.26,1.62,83.0,22.0,7.7,262.0,E10+,,,,,7.7
Kinectimals,X360,2010.0,Simulation,Microsoft Game Studios,1.02,0.46,0.0,0.13,1.62,74.0,50.0,3.2,70.0,E,,,,,3.2
Kirby Air Ride,GC,2003.0,Racing,Nintendo,1.01,0.11,0.45,0.04,1.62,61.0,28.0,7.8,70.0,E,,,,,7.8
Rock Band,PS3,2007.0,Misc,Electronic Arts,0.99,0.41,0.0,0.22,1.62,92.0,35.0,8.4,107.0,T,,,,,8.4
Dragon Quest IV: Chapters of the Chosen,DS,2007.0,Role-Playing,Square Enix,0.3,0.02,1.27,0.03,1.62,80.0,44.0,7.9,50.0,E10+,,,,,7.9
NFL Street 2,PS2,2004.0,Sports,Electronic Arts,0.79,0.62,0.0,0.21,1.61,77.0,33.0,8.7,20.0,E,,,,,8.7
Forza Horizon 3,XOne,2016.0,Racing,Microsoft Game Studios,0.62,0.85,0.01,0.13,1.61,91.0,91.0,7.4,619.0,E,,,,,7.4
Super Mario Strikers,GC,2005.0,Sports,Nintendo,0.98,0.38,0.2,0.04,1.61,76.0,39.0,8.7,56.0,E,,,,,8.7
Rage,X360,2011.0,Shooter,Bethesda Softworks,0.82,0.6,0.03,0.15,1.6,81.0,77.0,6.7,559.0,M,Action,12276.0,0.7652329749103942,7.7,7.3
Mario Hoops 3 on 3,DS,2006.0,Sports,Nintendo,0.98,0.04,0.49,0.09,1.6,69.0,40.0,8.0,37.0,E,,,,,8.0
Disney Infinity,Wii,2013.0,Action,Disney Interactive Studios,1.05,0.41,0.0,0.14,1.6,,,4.2,24.0,E10+,,,,,4.2
Just Cause 2,X360,2010.0,Action,Square Enix,0.59,0.83,0.02,0.17,1.6,81.0,74.0,8.0,269.0,M,Action;Adventure,36867.0,0.9123606477337456,9.1,8.7
Silent Hill,PS,1999.0,Action,Konami Digital Entertainment,0.71,0.48,0.3,0.1,1.6,86.0,17.0,9.2,332.0,M,,,,,9.2
Sonic Heroes,GC,2003.0,Platform,Sega,1.05,0.44,0.06,0.04,1.6,72.0,49.0,7.8,126.0,E,,,,,7.8
FIFA 16,X360,2015.0,Sports,Electronic Arts,0.58,0.9,0.0,0.12,1.6,,,2.9,47.0,E,,,,,2.9
ESPN NBA 2K5,PS2,2004.0,Sports,Global Star,1.26,0.12,0.0,0.21,1.59,83.0,24.0,7.5,36.0,E,,,,,7.5
Diablo,PC,1996.0,Role-Playing,Activision,0.01,1.58,0.0,0.0,1.59,94.0,12.0,8.7,859.0,M,,,,,8.7
Far Cry 2,X360,2008.0,Action,Ubisoft,0.72,0.69,0.02,0.18,1.59,85.0,75.0,6.7,288.0,M,,,,,6.7
The Legend of Zelda: Twilight Princess,GC,2006.0,Action,Nintendo,1.15,0.36,0.04,0.04,1.59,96.0,16.0,9.2,572.0,T,,,,,9.2
Pokemon Battle Revolution,Wii,2006.0,Role-Playing,Nintendo,0.78,0.37,0.3,0.13,1.59,53.0,34.0,6.7,106.0,E,,,,,6.7
Pro Evolution Soccer 2008,PS3,2007.0,Sports,Konami Digital Entertainment,0.04,1.1,0.32,0.13,1.59,74.0,19.0,6.1,47.0,E,,,,,6.1
Kingdom Hearts 3D: Dream Drop Distance,3DS,2012.0,Action,Square Enix,0.88,0.26,0.34,0.1,1.58,75.0,54.0,8.2,269.0,E10+,,,,,8.2
Dance Dance Revolution: Hottest Party 2,Wii,2008.0,Simulation,Konami Digital Entertainment,0.94,0.48,0.01,0.15,1.58,69.0,8.0,6.8,6.0,E10+,,,,,6.8
SoulCalibur IV,X360,2008.0,Fighting,Ubisoft,0.92,0.43,0.07,0.15,1.58,85.0,62.0,7.9,158.0,T,,,,,7.9
Sonic Generations,PS3,2011.0,Platform,Sega,0.6,0.7,0.02,0.26,1.58,76.0,38.0,8.2,255.0,E,,,,,8.2
Spyro 2: Season of Flame,GBA,2002.0,Platform,Vivendi Games,0.85,0.65,0.0,0.08,1.58,76.0,18.0,7.6,13.0,E,,,,,7.6
Donkey Kong Country: Tropical Freeze,WiiU,2014.0,Platform,Nintendo,0.72,0.58,0.16,0.12,1.58,83.0,77.0,8.9,715.0,E,,,,,8.9
Devil May Cry 4,PS3,2008.0,Action,Capcom,0.58,0.45,0.34,0.2,1.57,84.0,63.0,8.2,311.0,M,Action;Adventure,1764.0,0.9183673469387755,9.2,8.8
Watch Dogs,XOne,2014.0,Action,Ubisoft,0.9,0.53,0.0,0.14,1.57,78.0,15.0,5.8,716.0,M,,,,,5.8
Dead Rising 3,XOne,2013.0,Action,Microsoft Game Studios,1.06,0.35,0.01,0.15,1.57,78.0,69.0,6.8,910.0,M,,,,,6.8
Madden NFL 15,XOne,2014.0,Sports,Electronic Arts,1.31,0.09,0.0,0.16,1.57,80.0,19.0,6.4,138.0,E,,,,,6.4
Pro Evolution Soccer 2010,PS2,2009.0,Sports,Konami Digital Entertainment,0.1,0.18,0.12,1.16,1.57,,,8.1,15.0,E,,,,,8.1
NCAA Football 2002,PS2,2001.0,Sports,Electronic Arts,0.77,0.6,0.0,0.2,1.57,90.0,18.0,8.7,24.0,E,,,,,8.7
Guitar Hero: On Tour Decades,DS,2008.0,Misc,Activision,0.84,0.57,0.0,0.16,1.57,72.0,40.0,8.0,5.0,E10+,,,,,8.0
Gears of War: Judgment,X360,2013.0,Shooter,Microsoft Game Studios,0.92,0.5,0.03,0.12,1.57,79.0,81.0,5.5,784.0,M,,,,,5.5
Conflict: Desert Storm,PS2,2002.0,Shooter,Gotham Games,0.98,0.53,0.0,0.06,1.57,55.0,10.0,8.6,45.0,T,,,,,8.6
Mario Party 7,GC,2005.0,Misc,Nintendo,0.95,0.11,0.46,0.04,1.57,64.0,25.0,7.9,55.0,E,,,,,7.9
Dragon Quest V: Hand of the Heavenly Bride,DS,2008.0,Role-Playing,Square Enix,0.17,0.02,1.36,0.02,1.57,84.0,46.0,8.5,57.0,E10+,,,,,8.5
LEGO Harry Potter: Years 1-4,X360,2010.0,Action,Warner Bros. Interactive Entertainment,0.95,0.48,0.0,0.14,1.56,79.0,58.0,8.0,62.0,E10+,,,,,8.0
Smugglers Run,PS2,2000.0,Racing,Take-Two Interactive,0.77,0.6,0.0,0.2,1.56,79.0,21.0,6.8,18.0,T,,,,,6.8
Need for Speed: Most Wanted,X360,2012.0,Racing,Electronic Arts,0.62,0.78,0.01,0.15,1.56,83.0,54.0,8.4,135.0,T,,,,,8.4
Fight Night Round 3,PS2,2006.0,Fighting,Electronic Arts,1.07,0.4,0.0,0.1,1.56,84.0,32.0,8.1,41.0,T,,,,,8.1
Carnival Games: Mini Golf,Wii,2008.0,Sports,Take-Two Interactive,0.86,0.54,0.0,0.15,1.56,38.0,10.0,5.7,7.0,E,,,,,5.7
Pokemon Mystery Dungeon: Explorers of Sky,DS,2009.0,Role-Playing,Nintendo,0.57,0.43,0.44,0.12,1.56,54.0,26.0,9.0,134.0,E,,,,,9.0
LEGO Pirates of the Caribbean: The Video Game,Wii,2011.0,Action,Disney Interactive Studios,0.73,0.67,0.0,0.15,1.56,73.0,14.0,7.0,13.0,E10+,,,,,7.0
Stuntman,PS2,2002.0,Racing,Atari,0.76,0.59,0.0,0.2,1.55,71.0,37.0,5.7,36.0,T,,,,,5.7
Wolfenstein: The New Order,PS4,2014.0,Shooter,Bethesda Softworks,0.48,0.8,0.03,0.24,1.55,79.0,73.0,8.1,1124.0,M,Action,29738.0,0.8987490752572466,9.0,8.6
Tom Clancys Rainbow Six 3,X,2003.0,Shooter,Ubisoft,0.91,0.57,0.0,0.07,1.55,86.0,39.0,8.5,31.0,M,,,,,8.5
Spider-Man 2: Enter: Electro,PS,2001.0,Action,Activision,0.57,0.87,0.02,0.09,1.55,74.0,15.0,8.7,35.0,E,,,,,8.7
Mafia II,X360,2010.0,Action,Take-Two Interactive,0.85,0.55,0.0,0.15,1.55,74.0,79.0,7.8,461.0,M,Action,33300.0,0.9442942942942943,9.4,8.8
